17,17
87,70
170,83
217,47
235,18
270,35
351,81
409,58
458,49
500,42
525,25
564,39
591,27
660,69
715,55
756,41
821,65
874,53
892,18
951,59
983,32
1029,46
1096,67
1124,28
1190,66
1277,87
1294,17
1365,71
1392,27
1418,26
1445,27
1504,59
1549,45
1602,53
1624,22
1657,33
1690,33
1714,24
1806,92
1872,66
1974,102
2039,65
2055,16
2072,17
2151,79
2186,35
2253,67
2296,43
2405,109
2425,20
2492,67
2533,41
2592,59
2637,45
2687,50
2831,144
2881,50
2905,24
2946,41
2962,16
3031,69
3048,17
3113,65
3129,16
3156,27
3171,15
3189,18
3217,28
3243,26
3260,17
3282,22
3410,128
3575,165
3591,16
3608,17
3699,91
3721,22
3763,42
3797,34
3831,34
3863,32
3900,37
3926,26
3971,45
4005,34
4025,20
4073,48
4125,52
4229,104
4245,16
4309,64
4328,19
4374,46
4399,25
4433,34
4460,27
4477,17
4511,34
4546,35
4602,56
4673,71
4721,48
4780,59
4809,29
4871,62
4888,17
4947,59
5039,92
5109,70
5216,107
5264,48
5293,29
5344,51
5422,78
5440,18
5459,19
5489,30
5527,38
5561,34
5576,15
5632,56
5650,18
5717,67
5741,24
5802,61
5898,96
6012,114
6070,58
6093,23
6149,56
6252,103
6318,66
6390,72
6434,44
6471,37
6561,90
6582,21
6652,70
6678,26
6737,59
6793,56
6881,88
6921,40
6998,77
7018,20
7044,26
7097,53
7134,37
7177,43
7201,24
7264,63
7291,27
7306,15
7333,27
7366,33
7440,74
7457,17
7494,37
7515,21
7594,79
7625,31
7730,105
7780,50
7811,31
7910,99
7925,15
8024,99
8065,41
8128,63
8222,94
8272,50
8289,17
8339,50
8432,93
8449,17
8508,59
8569,61
8599,30
8654,55
8694,40
8768,74
8907,139
8923,16
8959,36
9051,92
9152,101
9182,30
9202,20
9219,17
9274,55
9289,15
9334,45
9369,35
9391,22
9409,18
9442,33
9466,24
9497,31
9538,41
9570,32
9611,41
9642,31
9681,39
9727,46
9749,22
9780,31
9831,51
9857,26
9937,80
9957,20
9982,25
10073,91
10167,94
10185,18
10226,41
10307,81
10360,53
10409,49
10441,32
10468,27
10488,20
10506,18
10536,30
10592,56
10607,15
10623,16
10746,123
10779,33
10819,40
10842,23
10876,34
10913,37
10977,64
11005,28
11041,36
11083,42
11119,36
11151,32
11178,27
11218,40
11249,31
11291,42
11333,42
11368,35
11430,62
11494,64
11519,25
11540,21
11587,47
11670,83
11711,41
11726,15
11750,24
11768,18
11822,54
11892,70
11912,20
11960,48
11977,17
12026,49
12049,23
12102,53
12135,33
12194,59
12210,16
12305,95
12363,58
12384,21
12400,16
12423,23
12480,57
12546,66
12579,33
12599,20
12617,18
12629,12
12645,16
12672,27
12740,68
12786,46
12811,25
12833,22
12867,34
12942,75
12967,25
12987,20
13004,17
13020,16
13162,142
13188,26
13207,19
13224,17
13249,25
13266,17
13285,19
13301,16
13320,19
13359,39
13378,19
13436,58
13463,27
13526,63
13626,100
13682,56
13748,66
13804,56
13823,19
13892,69
13926,34
13941,15
13961,20
13993,32
14120,127
14180,60
14230,50
14260,30
14298,38
14316,18
14383,67
14419,36
14478,59
14530,52
14563,33
14592,29
14626,34
14651,25
14687,36
14711,24
14740,29
14788,48
14803,15
14822,19
14853,31
14946,93
14985,39
15044,59
15093,49
15109,16
15220,111
15271,51
15290,19
15388,98
15417,29
15440,23
15461,21
15524,63
15553,29
15617,64
15655,38
15670,15
15738,68
15772,34
15792,20
15841,49
15874,33
15974,100
16067,93
16138,71
16159,21
16182,23
16274,92
16342,68
16422,80
16453,31
16535,82
16560,25
16587,27
16661,74
16698,37
16757,59
16785,28
16837,52
16853,16
16877,24
16894,17
16958,64
17023,65
17091,68
17131,40
17156,25
17253,97
17316,63
17381,65
17481,100
17572,91
17602,30
17706,104
17769,63
17793,24
17876,83
17898,22
17930,32
17998,68
18055,57
18075,20
18113,38
18174,61
18241,67
18256,15
18319,63
18389,70
18424,35
18460,36
18491,31
18554,63
18573,19
18598,25
18619,21
18679,60
18696,17
18722,26
18748,26
18773,25
18790,17
18820,30
18862,42
18877,15
18974,97
19016,42
19072,56
19099,27
19149,50
19165,16
19193,28
19257,64
19312,55
19341,29
19360,19
19389,29
19485,96
19553,68
19622,69
19648,26
19715,67
19745,30
19796,51
19824,28
19864,40
19878,14
19927,49
19944,17
20009,65
20091,82
20152,61
20173,21
20253,80
20291,38
20372,81
20459,87
20488,29
20574,86
20590,16
20655,65
20753,98
20769,16
20812,43
20877,65
20951,74
20970,19
21031,61
21061,30
21092,31
21128,36
21187,59
21235,48
21302,67
21319,17
21385,66
21465,80
21480,15
21544,64
21674,130
21757,83
21848,91
21871,23
21904,33
21964,60
22009,45
22038,29
22131,93
22147,16
22190,43
22213,23
22265,52
22294,29
22403,109
22436,33
22486,50
22542,56
22566,24
22601,35
22632,31
22671,39
22694,23
22749,55
22766,17
22842,76
22905,63
22923,18
23026,103
23042,16
23080,38
23137,57
23154,17
23193,39
23212,19
23228,16
23264,36
23408,144
23487,79
23515,28
23531,16
23574,43
23599,25
23705,106
23828,123
23861,33
23888,27
23973,85
23998,25
24071,73
24171,100
24202,31
24286,84
24379,93
24451,72
24467,16
24487,20
24520,33
24575,55
24656,81
24693,37
24779,86
24795,16
24812,17
24829,17
24845,16
24888,43
24930,42
25000,70
25052,52
25075,23
25137,62
25178,41
25234,56
25326,92
25418,92
25476,58
25520,44
25542,22
25560,18
25625,65
25663,38
25727,64
25773,46
25791,18
25819,28
25848,29
25882,34
25976,94
26033,57
26096,63
26160,64
26175,15
26192,17
26215,23
26253,38
26274,21
26402,128
26446,44
26473,27
26505,32
26546,41
26614,68
26648,34
26666,18
26697,31
26714,17
26744,30
26839,95
26868,29
26931,63
26963,32
27013,50
27030,17
27133,103
27149,16
27241,92
27281,40
27308,27
27368,60
27431,63
27502,71
27536,34
27598,62
27693,95
27731,38
27752,21
27771,19
27790,19
27894,104
27957,63
28085,128
28198,113
28347,149
28386,39
28467,81
28565,98
28595,30
28646,51
28725,79
28740,15
28770,30
28792,22
28951,159
28995,44
29033,38
29112,79
29184,72
29312,128
29349,37
29364,15
29413,49
29430,17
29503,73
29548,45
29584,36
29650,66
29732,82
29785,53
29826,41
29847,21
30013,166
30084,71
30146,62
30243,97
30259,16
30310,51
30355,45
30396,41
30412,16
30514,102
30530,16
30631,101
30683,52
30724,41
30748,24
30841,93
30908,67
30929,21
31019,90
31039,20
31106,67
31162,56
31299,137
31319,20
31335,16
31368,33
31390,22
31427,37
31499,72
31616,117
31649,33
31670,21
31753,83
31840,87
31880,40
31907,27
31938,31
31958,20
32011,53
32100,89
32131,31
32171,40
32263,92
32305,42
32367,62
32404,37
32463,59
32478,15
32546,68
32571,25
32667,96
32713,46
32775,62
32817,42
32866,49
32924,58
32959,35
33018,59
33075,57
33098,23
33116,18
33153,37
33219,66
33334,115
33394,60
33447,53
33526,79
33552,26
33609,57
33718,109
33734,16
33760,26
33793,33
33827,34
34019,192
34130,111
34208,78
34247,39
34326,79
34345,19
34385,40
34485,100
34503,18
34519,16
34544,25
34617,73
34646,29
34669,23
34724,55
34759,35
34775,16
34828,53
34965,137
35007,42
35030,23
35110,80
35204,94
35239,35
35272,33
35289,17
35443,154
35500,57
35525,25
35564,39
35607,43
35710,103
35745,35
35805,60
35884,79
35914,30
36028,114
36066,38
36081,15
36154,73
36210,56
36225,15
36285,60
36414,129
36435,21
36499,64
36529,30
36547,18
36606,59
36626,20
36681,55
36726,45
36791,65
36818,27
36879,61
36913,34
36981,68
37015,34
37087,72
37142,55
37192,50
37227,35
37262,35
37305,43
37441,136
37509,68
37556,47
37571,15
37667,96
37700,33
37764,64
37780,16
37797,17
37862,65
37921,59
37959,38
37996,37
38099,103
38119,20
38157,38
38182,25
38199,17
38268,69
38286,18
38353,67
38387,34
38448,61
38584,136
38629,45
38656,27
38754,98
38807,53
38845,38
38915,70
38939,24
39040,101
39143,103
39180,37
39197,17
39264,67
39328,64
39345,17
39371,26
39428,57
39519,91
39570,51
39599,29
39703,104
39732,29
39768,36
39808,40
39832,24
39919,87
39979,60
40007,28
40028,21
40156,128
40180,24
40231,51
40254,23
40301,47
40330,29
40406,76
40490,84
40507,17
40538,31
40559,21
40717,158
40741,24
40849,108
40928,79
41066,138
41097,31
41192,95
41243,51
41341,98
41387,46
41404,17
41479,75
41542,63
41635,93
41674,39
41709,35
41742,33
41803,61
41859,56
42005,146
42030,25
42045,15
42169,124
42244,75
42411,167
42450,39
42572,122
42587,15
42680,93
42704,24
42729,25
42780,51
42808,28
42948,140
42966,18
42998,32
43105,107
43157,52
43219,62
43275,56
43294,19
43360,66
43395,35
43456,61
43602,146
43624,22
43658,34
43678,20
43711,33
43727,16
43755,28
43847,92
43900,53
43932,32
43969,37
44057,88
44099,42
44135,36
44213,78
44283,70
44383,100
44408,25
44549,141
44566,17
44630,64
44752,122
44772,20
44813,41
44829,16
44929,100
44952,23
45025,73
45085,60
45140,55
45205,65
45221,16
45393,172
45535,142
45590,55
45656,66
45728,72
45786,58
45815,29
45841,26
45912,71
45971,59
46126,155
46187,61
46204,17
46383,179
46445,62
46477,32
46520,43
46574,54
46656,82
46693,37
46758,65
46802,44
46834,32
46924,90
46941,17
46984,43
46999,15
47017,18
47047,30
47110,63
47151,41
47185,34
47267,82
47285,18
47379,94
47536,157
