29,29
47,18
97,50
163,66
185,22
212,27
228,16
249,21
308,59
368,60
450,82
486,36
505,19
535,30
643,108
667,24
682,15
700,18
740,40
756,16
788,32
820,32
851,31
899,48
920,21
937,17
966,29
1017,51
1033,16
1065,32
1082,17
1120,38
1156,36
1188,32
1221,33
1293,72
1320,27
1340,20
1380,40
1395,15
1436,41
1458,22
1475,17
1498,23
1522,24
1537,15
1567,30
1636,69
1692,56
1709,17
1782,73
1833,51
1876,43
1900,24
1931,31
1957,26
1989,32
2033,44
2050,17
2104,54
2195,91
2217,22
2266,49
2349,83
2366,17
2382,16
2409,27
2426,17
2488,62
2504,16
2574,70
2614,40
2663,49
2702,39
2791,89
2877,86
2977,100
2993,16
3011,18
3046,35
3081,35
3154,73
3190,36
3213,23
3277,64
3306,29
3323,17
3376,53
3393,17
3421,28
3548,127
3584,36
3623,39
3651,28
3718,67
3739,21
3790,51
3808,18
3837,29
3856,19
3911,55
3971,60
4001,30
4035,34
4080,45
4097,17
4150,53
4171,21
4220,49
4238,18
4258,20
4323,65
4356,33
4381,25
4419,38
4448,29
4516,68
4560,44
4613,53
4641,28
4665,24
4730,65
4762,32
4830,68
4889,59
4959,70
4990,31
5016,26
5033,17
5078,45
5102,24
5169,67
5231,62
5254,23
5291,37
5323,32
5354,31
5394,40
5457,63
5493,36
5557,64
5578,21
5639,61
5672,33
5708,36
5743,35
5814,71
5837,23
5861,24
5934,73
5976,42
6049,73
6102,53
6124,22
6154,30
6215,61
6312,97
6364,52
6379,15
6532,153
6548,16
6602,54
6664,62
6684,20
6702,18
6719,17
6816,97
6832,16
6865,33
6910,45
6945,35
6963,18
6983,20
7043,60
7070,27
7090,20
7144,54
7187,43
7204,17
7239,35
7305,66
7374,69
7417,43
7448,31
7480,32
7552,72
7610,58
7713,103
7774,61
7809,35
7843,34
7857,14
7883,26
7942,59
8050,108
8070,20
8089,19
8114,25
8160,46
8198,38
8229,31
8248,19
8269,21
8301,32
8318,17
8362,44
8409,47
8435,26
8522,87
8597,75
8640,43
8726,86
8743,17
8834,91
8849,15
8866,17
8881,15
8915,34
8930,15
8952,22
8971,19
8995,24
9025,30
9116,91
9151,35
9213,62
9239,26
9269,30
9286,17
9314,28
9376,62
9409,33
9427,18
9478,51
9494,16
9515,21
9543,28
9617,74
9650,33
9694,44
9725,31
9742,17
9773,31
9814,41
9845,31
9937,92
9952,15
9975,23
10009,34
10040,31
10109,69
10182,73
10214,32
10270,56
10304,34
10326,22
10361,35
10421,60
10444,23
10508,64
10569,61
10595,26
10664,69
10731,67
10759,28
10784,25
10831,47
10860,29
10897,37
10912,15
10944,32
10986,42
11044,58
11060,16
11083,23
11109,26
11134,25
11161,27
11279,118
11314,35
11353,39
11410,57
11444,34
11534,90
11552,18
11570,18
11609,39
11679,70
11707,28
11758,51
11819,61
11839,20
11903,64
11957,54
11978,21
12008,30
12025,17
12119,94
12189,70
12215,26
12248,33
12269,21
12286,17
12307,21
12325,18
12367,42
12382,15
12399,17
12461,62
12490,29
12510,20
12525,15
12635,110
12698,63
12745,47
12776,31
12832,56
12852,20
12880,28
12932,52
12953,21
12994,41
13091,97
13156,65
13174,18
13201,27
13285,84
13351,66
13431,80
13447,16
13531,84
13595,64
13722,127
13738,16
13808,70
13870,62
13938,68
13973,35
14016,43
14048,32
14087,39
14114,27
14155,41
14188,33
14234,46
14296,62
14340,44
14357,17
14376,19
14397,21
14478,81
14515,37
14554,39
14584,30
14601,17
14635,34
14695,60
14761,66
14827,66
14896,69
14950,54
14966,16
15037,71
15225,188
15319,94
15371,52
15401,30
15441,40
15460,19
15477,17
15505,28
15525,20
15565,40
15582,17
15698,116
15763,65
15780,17
15802,22
15821,19
15842,21
15925,83
15956,31
15986,30
16007,21
16036,29
16090,54
16112,22
16185,73
16215,30
16252,37
16334,82
16397,63
16428,31
16450,22
16473,23
16539,66
16582,43
16647,65
16681,34
16744,63
16778,34
16800,22
16840,40
16986,146
17079,93
17180,101
17267,87
17335,68
17383,48
17425,42
17441,16
17461,20
17554,93
17591,37
17623,32
17655,32
17725,70
17740,15
17778,38
17836,58
17874,38
17891,17
17908,17
17954,46
17993,39
18009,16
18062,53
18079,17
18138,59
18161,23
18186,25
18211,25
18237,26
18266,29
18345,79
18366,21
18428,62
18472,44
18489,17
18507,18
18570,63
18650,80
18674,24
18690,16
18760,70
18856,96
18892,36
18910,18
18947,37
18965,18
18991,26
19034,43
19108,74
19175,67
19292,117
19337,45
19354,17
19448,94
19477,29
19491,14
19572,81
19643,71
19687,44
19738,51
19798,60
19897,99
19919,22
19942,23
19993,51
20011,18
20087,76
20137,50
20277,140
20347,70
20369,22
20422,53
20478,56
20497,19
20562,65
20605,43
20674,69
20735,61
20770,35
20823,53
20873,50
20943,70
21018,75
21042,24
21160,118
21209,49
21269,60
21293,24
21317,24
21420,103
21449,29
21490,41
21546,56
21637,91
21672,35
21706,34
21793,87
21814,21
21851,37
21868,17
21882,14
21898,16
22055,157
22072,17
22131,59
22195,64
22210,15
22258,48
22289,31
22306,17
22342,36
22379,37
22428,49
22508,80
22552,44
22622,70
22675,53
22745,70
22827,82
22911,84
22982,71
23032,50
23153,121
23187,34
23269,82
23362,93
23445,83
23496,51
23544,48
23605,61
23631,26
23666,35
23710,44
23770,60
23825,55
23944,119
24002,58
24054,52
24074,20
24102,28
24152,50
24197,45
24320,123
24369,49
24434,65
24488,54
24579,91
24644,65
24702,58
24749,47
24767,18
24799,32
24814,15
24846,32
24863,17
24898,35
24930,32
24966,36
24993,27
25022,29
25056,34
25073,17
25097,24
25132,35
25204,72
25295,91
25348,53
25368,20
25431,63
25448,17
25499,51
25535,36
25576,41
25631,55
25881,250
25897,16
25941,44
25958,17
25985,27
26048,63
26073,25
26089,16
26138,49
26220,82
26277,57
26373,96
26392,19
26431,39
26549,118
26618,69
26639,21
26656,17
26709,53
26772,63
26881,109
26913,32
26929,16
27032,103
27106,74
27122,16
27142,20
27187,45
27251,64
27326,75
27360,34
27389,29
27406,17
27502,96
27521,19
27667,146
27700,33
27718,18
27736,18
27793,57
27855,62
27883,28
27908,25
27941,33
27968,27
28033,65
28274,241
28317,43
28380,63
